model,augmentation,phase,epoch,loss,accuracy,TP,TN,FP,FN,date,time,transformations
OCDC__Size-640x640_Epoch-313_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,313,0.08189011920605682,0.9697580430772572,9958842,61539479,972053,1257626,2024-10-16 13:30:06.647289,353760.9700832367,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-314_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,314,0.0921716369455507,0.962791780017672,59647841,271614150,5896012,6905997,2024-10-16 13:48:50.602738,354884.9255681038,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-314_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,314,0.10395071960651371,0.9643328179253473,9195522,61902808,1735373,894297,2024-10-16 13:48:50.602768,354884.9255681038,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-315_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,315,0.09780619350538126,0.9613979579380588,59665749,271116678,6096834,7184739,2024-10-16 14:07:40.642945,356014.96577501297,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-315_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,315,0.08731478672347698,0.9699218750000002,9580859,61929541,1350036,867564,2024-10-16 14:07:40.642976,356014.96577501297,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-316_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,316,0.10521156085117885,0.9567125011625732,60138889,269031441,6536677,8356993,2024-10-16 14:26:31.834489,357146.15731954575,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-316_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,316,0.10333846063375758,0.9634125976562501,8965871,62064613,1965024,732492,2024-10-16 14:26:31.834518,357146.15731954575,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-317_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,317,0.10553924739740199,0.9589066685267862,59315484,270609780,6456207,7682529,2024-10-16 14:45:21.415753,358275.73858237267,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-317_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,317,0.08820354881601007,0.9696525878906253,9550128,61940418,1380767,856687,2024-10-16 14:45:21.415782,358275.73858237267,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-318_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,318,0.09871800798886224,0.9608394804454989,59789264,270801011,6173324,7300401,2024-10-16 15:04:05.936558,359400.2593884468,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-318_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,318,0.09088778016889086,0.9645473361545137,9178725,61935421,1752170,861684,2024-10-16 15:04:05.936589,359400.2593884468,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-319_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,319,0.09755305523885043,0.9606997273763027,59744207,270797984,6187938,7333871,2024-10-16 15:22:57.731087,360532.0539178848,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-319_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,319,0.08683655088566916,0.968649427625868,9565020,61851565,1365875,945540,2024-10-16 15:22:57.731117,360532.0539178848,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-320_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,320,0.10113252053760377,0.9588615693591892,60084259,269825488,5990020,8164233,2024-10-16 15:41:45.642547,361659.96537709236,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-320_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,320,0.1856962772140428,0.9327231987847224,6398746,62369070,4532149,428035,2024-10-16 15:41:45.642577,361659.96537709236,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-321_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,321,0.10208360605547136,0.9591081862676715,58926297,271068302,6571699,7497702,2024-10-16 16:00:33.702807,362788.0256371498,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-321_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,321,0.08000660823454382,0.9706824273003474,9587371,61979103,1343524,818002,2024-10-16 16:00:33.702838,362788.0256371498,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-322_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,322,0.08881204070167725,0.9642099318731399,60272692,271477234,5422532,6891542,2024-10-16 16:19:20.024077,363914.34690594673,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-322_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,322,0.07825580189758814,0.9711646321614585,9726290,61875736,1204605,921369,2024-10-16 16:19:20.024108,363914.34690594673,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-323_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,323,0.09384101496742958,0.9627216186523441,59629383,271608468,6039923,6786226,2024-10-16 16:38:15.851924,365050.17475390434,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-323_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,323,0.09383057087575758,0.9653478868272569,9837218,61335951,1093677,1461154,2024-10-16 16:38:15.851955,365050.17475390434,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-324_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,324,0.09234242215388803,0.9631109561011911,60219178,271152630,5954785,6737407,2024-10-16 16:57:13.698406,366188.02123594284,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-324_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,324,0.083150684362853,0.9718960096571181,10143179,61512770,787716,1284335,2024-10-16 16:57:13.698436,366188.02123594284,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-325_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,325,0.09220791217733114,0.9624795241582966,60520545,270634010,5752307,7157138,2024-10-16 17:16:00.438233,367314.7610619068,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-325_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,325,0.08210166207613333,0.9722081841362847,9920455,61758510,1010440,1038595,2024-10-16 17:16:00.438264,367314.7610619068,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-326_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,326,0.0949085991059335,0.9620717104957218,60117392,270896849,6074148,6975611,2024-10-16 17:34:46.741683,368441.06451153755,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-326_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,326,0.12879380179822167,0.9598948160807291,8875825,61895300,2055070,901805,2024-10-16 17:34:46.741713,368441.06451153755,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-327_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,327,0.10539611980756966,0.9569763619559147,59472351,269788764,6479525,8323360,2024-10-16 17:53:28.450556,369562.7733850479,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-327_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,327,0.12335383729566982,0.9522298855251736,8145421,62060584,2785474,736521,2024-10-16 17:53:28.450586,369562.7733850479,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-328_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,328,0.10593511180594803,0.9559681076776406,58293187,270621024,7539453,7610336,2024-10-16 18:12:19.180002,370693.50283265114,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-328_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,328,0.0930818076988847,0.9634968397352434,9570278,61466417,1360617,1330688,2024-10-16 18:12:19.180033,370693.50283265114,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-329_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,329,0.10972726697080881,0.9564899902343758,58907078,270186694,6908755,8061473,2024-10-16 18:31:06.316380,371820.63920903206,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-329_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,329,0.09693415543847045,0.96326799858941,8816130,62203693,2114765,593412,2024-10-16 18:31:06.316410,371820.63920903206,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-330_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,330,0.0889098795423966,0.9642643984840026,59513101,272255565,5766450,6528884,2024-10-16 18:49:51.855476,372946.1783056259,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-330_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,330,0.08515941619336648,0.9701495768229167,9955750,61571438,975145,1225667,2024-10-16 18:49:51.855506,372946.1783056259,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-331_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,331,0.09787250275745638,0.9609623296828504,59784538,270848005,6109430,7322027,2024-10-16 19:08:38.694453,374073.01728224754,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-331_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,331,0.08533849859316736,0.9703233100043402,9777615,61762382,1153280,1034723,2024-10-16 19:08:38.694483,374073.01728224754,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-332_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,332,0.10190759614251874,0.959941255115328,60035517,270245711,6155659,7627113,2024-10-16 19:27:28.198999,375202.5218286514,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-332_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,332,0.10914202538515383,0.9559376220703129,8269725,62209644,2661170,587461,2024-10-16 19:27:28.199028,375202.5218286514,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-333_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,333,0.09032037260435789,0.9624900105794267,60299940,270858223,5908425,6997412,2024-10-16 19:46:12.945631,376327.268460989,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-333_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,333,0.09575827471299918,0.9607284749348959,8862240,61970349,2068655,826756,2024-10-16 19:46:12.945662,376327.268460989,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-334_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,334,0.09885012105927499,0.9584737984793527,59295366,270480963,6724584,7563087,2024-10-16 20:05:04.384811,377458.7076411247,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-334_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,334,0.09469820250200832,0.9638171386718748,9483072,61577238,1447823,1219867,2024-10-16 20:05:04.384842,377458.7076411247,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-335_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,335,0.11581129351456011,0.9564620564778656,58345817,270738344,6995919,7983920,2024-10-16 20:23:52.114872,378586.4377024174,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-335_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,335,0.11115477926650782,0.9534324951171874,8084874,62209797,2846021,587308,2024-10-16 20:23:52.114902,378586.4377024174,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-336_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,336,0.10251832034745825,0.9588079979306177,58862156,271029159,6988967,7183718,2024-10-16 20:42:37.748775,379712.0716049671,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-336_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,336,0.08834737823651974,0.9685452745225699,9732213,61676693,1198682,1120412,2024-10-16 20:42:37.748805,379712.0716049671,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-337_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,337,0.08448499044633147,0.9664591413225442,60207950,272315848,5143446,6396756,2024-10-16 21:01:30.347675,380844.6705057621,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-337_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,337,0.08179292514267016,0.9717605523003472,10057451,61588511,873444,1208594,2024-10-16 21:01:30.347707,380844.6705057621,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-338_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,338,0.09508785489493848,0.9613201206752238,60368252,270387394,5995783,7312571,2024-10-16 21:20:17.889594,381972.21242403984,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-338_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,338,0.11836323638934927,0.9581833360460068,8906736,61738205,2024159,1058900,2024-10-16 21:20:17.889626,381972.21242403984,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-339_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,339,0.09832889181458691,0.9605628138950898,59635277,270859807,6284271,7284645,2024-10-16 21:39:07.418691,383101.7415204048,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-339_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,339,0.09419138474950159,0.9663625895182293,9743713,61504268,1187182,1292837,2024-10-16 21:39:07.418722,383101.7415204048,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-340_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,340,0.09043189172977388,0.963999078659784,60476617,271200762,5658682,6727939,2024-10-16 21:57:56.024015,384230.34684443474,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-340_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,340,0.09257539550498121,0.9646551242404514,9556699,61565394,1374196,1231711,2024-10-16 21:57:56.024046,384230.34684443474,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-341_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,341,0.09895493716367128,0.9593337082635786,59290863,270781330,6174914,7816893,2024-10-16 22:16:37.456782,385351.7796113491,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-341_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,341,0.1184100975971483,0.954187717013889,8112841,62237511,2818054,559594,2024-10-16 22:16:37.456813,385351.7796113491,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-342_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,342,0.10693556515155987,0.9583436308361237,59272107,270459436,6578389,7754068,2024-10-16 22:35:20.251266,386474.5740954876,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-342_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,342,0.12455831963448469,0.9521970350477431,8106502,62097081,2824393,700024,2024-10-16 22:35:20.251331,386474.5740954876,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-343_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,343,0.0943735755781745,0.9619391624813983,59717773,271250863,6107060,6988304,2024-10-16 22:54:10.313823,387604.6366517544,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-343_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,343,0.08053660642342746,0.9727834743923615,9976563,61744817,954332,1052288,2024-10-16 22:54:10.313853,387604.6366517544,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-344_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,344,0.09424375733000315,0.963373183477493,59846239,271615792,5853625,6748344,2024-10-16 23:13:02.169319,388736.49214816093,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-344_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,344,0.14615160906077007,0.9534838053385417,8437344,61861110,2493551,935995,2024-10-16 23:13:02.169351,388736.49214816093,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-345_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,345,0.08855872948630089,0.9638235531761533,59648162,271968825,5688049,6758964,2024-10-16 23:31:57.261040,389871.5838704109,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-345_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,345,0.17007341087608235,0.9466958550347224,7847776,61950216,3083119,846889,2024-10-16 23:31:57.261070,389871.5838704109,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-346_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,346,0.12198467002555324,0.9527027442568831,58460912,269329805,7554538,8718745,2024-10-16 23:50:38.298311,390992.6211409569,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-346_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,346,0.07878015981405043,0.9684758165147569,9691505,61712280,1239390,1084825,2024-10-16 23:50:38.298341,390992.6211409569,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-347_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,347,0.09530444053960396,0.9625062604631697,59631110,271532644,6027130,6873116,2024-10-17 00:09:26.658939,392120.98176789284,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-347_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,347,0.07349022473810894,0.9723535427517362,9747971,61941711,1182924,855394,2024-10-17 00:09:26.658970,392120.98176789284,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-348_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,348,0.10018081531029782,0.9598217686244422,59778342,270461775,6418783,7405100,2024-10-17 00:28:18.093974,393252.4168035984,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-348_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,348,0.07816376213393395,0.9677983669704858,9915427,61438411,1015468,1358694,2024-10-17 00:28:18.094006,393252.4168035984,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-349_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,349,0.08904224939060008,0.9645653105236227,60060559,271811640,5678052,6513749,2024-10-17 00:47:00.536688,394374.85951828957,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-349_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,349,0.11439443785988665,0.9634511176215276,8959856,62073468,1971039,723637,2024-10-17 00:47:00.536718,394374.85951828957,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-350_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,350,0.09404076427403024,0.9610866292317709,59657205,271018105,5980312,7408378,2024-10-17 01:05:48.936239,395503.25906920433,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
