model,augmentation,phase,epoch,loss,accuracy,TP,TN,FP,FN,date,transformations
ORCA__Size-640x640_Epoch-90_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,train,90,0.08470695859774934,0.8859723103305885,619039405,898221489,91231550,104045156,2024-09-05 04:18:20.102245,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-90_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,test,90,0.10709718887612954,0.8509431602922404,634878768,926957285,120701620,152879927,2024-09-05 04:18:20.102311,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-91_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,train,91,0.08570093461836724,0.8843061939194811,618429732,895977875,91998320,106131673,2024-09-05 06:31:37.969675,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-91_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,test,91,0.1117948647451026,0.845284877948214,666296417,885154325,89283971,194682887,2024-09-05 06:31:37.969744,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-92_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,train,92,0.08518341325929749,0.8849968537917079,619425182,896165206,91355726,105591486,2024-09-05 08:44:54.511777,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-92_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,test,92,0.10828526758405589,0.850241902442258,625249149,935299803,130331239,144537409,2024-09-05 08:44:54.511862,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-93_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,train,93,0.08508344220874858,0.8849641561154645,618701199,896833193,90973053,106030155,2024-09-05 10:58:24.692629,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-93_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,test,93,0.12360594481367553,0.8285503162876968,676871594,843864239,78708794,235972973,2024-09-05 10:58:24.692698,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-94_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,train,94,0.08342893145120646,0.8867725958250504,622453755,896177658,88545908,105360279,2024-09-05 13:11:20.146910,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
ORCA__Size-640x640_Epoch-94_Images-4181_Batch-1__random_9_operations_distortion.pth,random_9_operations,test,94,0.1081759658833045,0.8499797713610214,666063394,894004438,89516994,185832774,2024-09-05 13:11:20.146976,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
